Attack;BCI attempt;BCIConfidence;BCIState;BCIThresholdBuffer;Email;Event;Framecount;Gamemode;GoblinName;InputNumber;Nr of Turns;Player Health;Player Mana;PlayerTurn;SessionID;Success BCI;Take Damage;Timestamp
NULL;NULL;NULL;Connecting;NULL;anonymous;BCIStateUpdated;3433;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:00.1594
NULL;NULL;NULL;NULL;NULL;anonymous;Scene Start;3433;Battery;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:00.1630
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;3433;NULL;NULL;NULL;1;NULL;NULL;TRUE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:00.1676
NULL;NULL;NULL;ReceivingHeader;NULL;anonymous;BCIStateUpdated;3455;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:00.7606
NULL;NULL;NULL;ReceivingData;NULL;anonymous;BCIStateUpdated;3455;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:00.7606
NULL;NULL;0.8229;ReceivingData;NULL;anonymous;MotorImagery;3899;NULL;NULL;1;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:10.9211
NULL;NULL;NULL;NULL;(0.844 0.828 0.823 0.713 0.796 0.833 0.843 0.851 );anonymous;NULL;3899;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:10.9211
NULL;NULL;NULL;NULL;NULL;anonymous;RegenMana;3899;NULL;NULL;NULL;NULL;20.0000;0.0000;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;0;2023-05-11 10:19:10.9221
NULL;1;NULL;NULL;NULL;anonymous;BciSuccess;3899;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;TRUE;NULL;2023-05-11 10:19:10.9231
NULL;2;NULL;NULL;NULL;anonymous;BciFail;4473;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;FALSE;NULL;2023-05-11 10:19:23.8500
NULL;3;NULL;NULL;NULL;anonymous;BciFail;5045;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;FALSE;NULL;2023-05-11 10:19:36.8261
NULL;NULL;0.8320;ReceivingData;NULL;anonymous;MotorImagery;5511;NULL;NULL;2;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:47.3671
NULL;NULL;NULL;NULL;(0.832 0.836 0.840 0.838 0.834 0.841 0.843 0.846 );anonymous;NULL;5511;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:47.3681
NULL;NULL;NULL;NULL;NULL;anonymous;RegenMana;5511;NULL;NULL;NULL;NULL;20.0000;2.0000;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;0;2023-05-11 10:19:47.3681
NULL;4;NULL;NULL;NULL;anonymous;BciSuccess;5511;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;TRUE;NULL;2023-05-11 10:19:47.3681
NULL;NULL;0.8229;ReceivingData;NULL;anonymous;MotorImagery;5856;NULL;NULL;3;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:55.3891
NULL;NULL;NULL;NULL;(0.851 0.844 0.828 0.823 0.713 0.796 0.833 0.843 );anonymous;NULL;5856;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:19:55.3901
NULL;NULL;NULL;NULL;NULL;anonymous;RegenMana;5856;NULL;NULL;NULL;NULL;20.0000;4.0000;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;0;2023-05-11 10:19:55.3901
NULL;5;NULL;NULL;NULL;anonymous;BciSuccess;5856;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;TRUE;NULL;2023-05-11 10:19:55.3911
NULL;NULL;0.8229;ReceivingData;NULL;anonymous;MotorImagery;6224;NULL;NULL;4;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:03.8133
NULL;NULL;NULL;NULL;(0.844 0.828 0.823 0.713 0.796 0.833 0.843 0.851 );anonymous;NULL;6224;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:03.8133
NULL;NULL;NULL;NULL;NULL;anonymous;RegenMana;6224;NULL;NULL;NULL;NULL;20.0000;6.0000;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;0;2023-05-11 10:20:03.8143
NULL;6;NULL;NULL;NULL;anonymous;BciSuccess;6224;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;TRUE;NULL;2023-05-11 10:20:03.8143
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;6287;NULL;NULL;NULL;1;NULL;NULL;FALSE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:05.3504
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;6335;NULL;NULL;NULL;1;NULL;NULL;FALSE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:06.4141
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;6337;NULL;NULL;NULL;1;NULL;NULL;FALSE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:06.4690
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;6372;NULL;NULL;NULL;1;NULL;NULL;FALSE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:07.2670
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;6421;NULL;NULL;NULL;1;NULL;NULL;FALSE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:08.4171
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;6430;NULL;NULL;NULL;1;NULL;NULL;FALSE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:08.6171
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;6452;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:09.1541
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;6453;NULL;NULL;NULL;2;NULL;NULL;TRUE;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:09.1856
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;6489;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;NULL;NULL;2023-05-11 10:20:10.1202
