Attack;BCI attempt;BCIConfidence;BCIState;BCIThresholdBuffer;Email;Event;Framecount;Gamemode;GoblinName;InputNumber;Nr of Turns;Player Health;Player Mana;PlayerTurn;SessionID;Success BCI;Take Damage;Timestamp
NULL;NULL;NULL;Connecting;NULL;anonymous;BCIStateUpdated;5552;NULL;NULL;NULL;NULL;NULL;NULL;NULL;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:42.0684
NULL;NULL;NULL;NULL;NULL;anonymous;Scene Start;5552;Battery;NULL;NULL;NULL;NULL;NULL;NULL;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:42.0714
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;5552;NULL;NULL;NULL;1;NULL;NULL;TRUE;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:42.0750
NULL;NULL;NULL;ReceivingHeader;NULL;anonymous;BCIStateUpdated;5576;NULL;NULL;NULL;NULL;NULL;NULL;NULL;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:42.6514
NULL;NULL;NULL;ReceivingData;NULL;anonymous;BCIStateUpdated;5576;NULL;NULL;NULL;NULL;NULL;NULL;NULL;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:42.6514
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;5735;NULL;NULL;NULL;NULL;NULL;NULL;NULL;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:46.4819
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;5860;NULL;NULL;NULL;1;NULL;NULL;FALSE;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:49.4105
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;5860;NULL;NULL;NULL;1;NULL;NULL;FALSE;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:49.4105
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;5907;NULL;NULL;NULL;1;NULL;NULL;FALSE;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:50.5588
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;5909;NULL;NULL;NULL;1;NULL;NULL;FALSE;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:50.6089
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;5944;NULL;NULL;NULL;1;NULL;NULL;FALSE;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;NULL;NULL;2023-05-10 14:33:51.4262
